Info,Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
,Nesocharis shelleyi,Fernando Po Oliveback,,Estrildidae,Nesocharis shelleyi,Shelley's Oliveback,,Estrildidae,
,Nesocharis capistrata,White-cheeked Oliveback,,Estrildidae,Nesocharis capistrata,Grey-headed Oliveback,,Estrildidae,
,Pytilia phoenicoptera,Red-winged Pytilia,,Estrildidae,,,,,
,,,,,Pytilia phoenicoptera,Red-winged Pytilia,,Estrildidae,
,,,,,Pytilia lineata,Red-billed Pytilia,,Estrildidae,
,Pytilia hypogrammica,Red-faced Pytilia,,Estrildidae,Pytilia hypogrammica,Yellow-winged Pytilia,,Estrildidae,
,Mandingoa nitidula,Green-backed Twinspot,,Estrildidae,Mandingoa nitidula,Green Twinspot,,Estrildidae,
,Cryptospiza reichenovii,Red-faced Crimson-wing,,Estrildidae,Cryptospiza reichenovii,Red-faced Crimsonwing,,Estrildidae,
,Cryptospiza salvadorii,Abyssinian Crimson-wing,,Estrildidae,Cryptospiza salvadorii,Abyssinian Crimsonwing,,Estrildidae,
,Cryptospiza jacksoni,Dusky Crimson-wing,,Estrildidae,Cryptospiza jacksoni,Dusky Crimsonwing,,Estrildidae,
,Cryptospiza shelleyi,Shelley's Crimson-wing,,Estrildidae,Cryptospiza shelleyi,Shelley's Crimsonwing,,Estrildidae,
,Hypargos niveoguttatus,Peters's Twinspot,,Estrildidae,Hypargos niveoguttatus,Red-throated Twinspot,,Estrildidae,
,,,,,Lagonosticta rubricata,African Firefinch,,Estrildidae,
,Lagonosticta rubricata,African Firefinch,,Estrildidae,,,,,
,Lagonosticta landanae,Pale-billed Firefinch,,Estrildidae,,,,,
,,,,,Lagonosticta umbrinodorsalis,Chad Firefinch,,Estrildidae,
,Lagonosticta rhodopareia,Jameson's Firefinch,,Estrildidae,,,,,
,,,,,Lagonosticta rhodopareia,Jameson's Firefinch,,Estrildidae,
,,,,,Lagonosticta vinacea,Vinaceous Firefinch,,Estrildidae,
,,,,,Lagonosticta nigricollis,Grey Firefinch,,Estrildidae,
,Lagonosticta larvata,Black-throated Firefinch,,Estrildidae,,,,,
,,,,,Lagonosticta larvata,Ethiopian Firefinch,,Estrildidae,
,Uraeginthus angolensis,Blue-breasted Cordonbleu,,Estrildidae,Uraeginthus angolensis,Blue-breasted Cordon-bleu,,Estrildidae,
,Uraeginthus bengalus,Red-cheeked Cordonbleu,,Estrildidae,Uraeginthus bengalus,Red-cheeked Cordon-bleu,,Estrildidae,
,Uraeginthus cyanocephalus,Blue-capped Cordonbleu,,Estrildidae,Uraeginthus cyanocephalus,Blue-capped Cordon-bleu,,Estrildidae,
,Uraeginthus ianthinogaster,Purple Grenadier,,Estrildidae,Granatina ianthinogaster,Purple Grenadier,,Estrildidae,
,Uraeginthus granatinus,Common Grenadier,,Estrildidae,Granatina granatina,Violet-eared Waxbill,,Estrildidae,
,Estrilda caerulescens,Lavender Waxbill,,Estrildidae,Estrilda coerulescens,Lavender Waxbill,,Estrildidae,
,,,,,Coccopygia quartinia,Yellow-bellied Waxbill,,Estrildidae,
,Estrilda melanotis,Swee Waxbill,,Estrildidae,,,,,
,,,,,Coccopygia melanotis,Swee Waxbill,,Estrildidae,
,,,,,Coccopygia bocagei,Angola Waxbill,,Estrildidae,
,Estrilda atricapilla,Black-headed Waxbill,,Estrildidae,,,,,
,,,,,Estrilda atricapilla,Black-headed Waxbill,,Estrildidae,
,,,,,Estrilda kandti,Kandt's Waxbill,,Estrildidae,
,Estrilda charmosyna,Red-rumped Waxbill,,Estrildidae,Estrilda charmosyna,Black-cheeked Waxbill,,Estrildidae,
,Estrilda erythronotos,Black-cheeked Waxbill,,Estrildidae,Estrilda erythronotos,Black-faced Waxbill,,Estrildidae,
,Ortygospiza atricollis,Quailfinch,,Estrildidae,Ortygospiza atricollis,African Quailfinch,,Estrildidae,
,Ortygospiza locustella,Locust Finch,,Estrildidae,Paludipasser locustella,Locust Finch,,Estrildidae,
,Neochmia phaeton,Crimson Finch,,Estrildidae,,,,,
,,,,,Neochmia phaeton,Black-bellied Crimson Finch,,Estrildidae,
,,,,,Neochmia evangelinae,White-bellied Crimson Finch,,Estrildidae,
,Taeniopygia guttata,Zebra Finch,,Estrildidae,,,,,
,,,,,Taeniopygia guttata,Timor Zebra Finch,,Estrildidae,
,,,,,Taeniopygia castanotis,Australian Zebra Finch,,Estrildidae,
,,,,,Erythrura cyaneovirens,Red-headed Parrotfinch,,Estrildidae,
,Erythrura cyaneovirens,Red-headed Parrotfinch,,Estrildidae,,,,,
,Erythrura regia,Royal Parrotfinch,,Estrildidae,,,,,
,Erythrura gouldiae,Gouldian Finch,,Estrildidae,Chloebia gouldiae,Gouldian Finch,,Estrildidae,
,Lonchura nana,Madagascar Munia,,Estrildidae,Lepidopygia nana,Madagascar Munia,,Estrildidae,
,Lonchura cantans,African Silverbill,,Estrildidae,Euodice cantans,African Silverbill,,Estrildidae,
,Lonchura malabarica,White-throated Munia,,Estrildidae,Euodice malabarica,Indian Silverbill,,Estrildidae,
,Lonchura griseicapilla,Grey-headed Silverbill,,Estrildidae,Odontospiza griseicapilla,Grey-headed Silverbill,,Estrildidae,
,Lonchura cucullata,Bronze Munia,,Estrildidae,Spermestes cucullata,Bronze Mannikin,,Estrildidae,
,,,,,Spermestes bicolor,Black-and-white Mannikin,,Estrildidae,
,Lonchura bicolor,Black-and-white Munia,,Estrildidae,,,,,
,Lonchura nigriceps,Brown-backed Munia,,Estrildidae,,,,,
,Lonchura fringilloides,Magpie Munia,,Estrildidae,Spermestes fringilloides,Magpie Mannikin,,Estrildidae,
,Lonchura tristissima,Streak-headed Munia,,Estrildidae,Lonchura tristissima,Streak-headed Mannikin,,Estrildidae,
,Lonchura leucosticta,White-spotted Munia,,Estrildidae,Lonchura leucosticta,White-spotted Mannikin,,Estrildidae,
,Lonchura malacca,Tricoloured Munia,,Estrildidae,,,,,
,,,,,Lonchura malacca,Tricoloured Munia,,Estrildidae,
,,,,,Lonchura atricapilla,Chestnut Munia,,Estrildidae,
,Lonchura atricapilla,Chestnut Munia,,Estrildidae,,,,,
,Lonchura grandis,Grand Munia,,Estrildidae,Lonchura grandis,Great-billed Mannikin,,Estrildidae,
,Lonchura vana,Grey-banded Munia,,Estrildidae,Lonchura vana,Grey-banded Mannikin,,Estrildidae,
,Lonchura caniceps,Grey-headed Munia,,Estrildidae,Lonchura caniceps,Grey-headed Mannikin,,Estrildidae,
,Lonchura nevermanni,Grey-crowned Munia,,Estrildidae,Lonchura nevermanni,Grey-crowned Mannikin,,Estrildidae,
,Lonchura spectabilis,Hooded Munia,,Estrildidae,Lonchura spectabilis,Hooded Mannikin,,Estrildidae,
,,,,,Lonchura hunsteini,Hunstein's Mannikin,,Estrildidae,
,Lonchura hunsteini,Mottled Munia,,Estrildidae,,,,,
,Lonchura forbesi,New Ireland Munia,,Estrildidae,Lonchura forbesi,New Ireland Mannikin,,Estrildidae,
,Lonchura nigerrima,New Hanover Munia,,Estrildidae,,,,,
,Lonchura flaviprymna,Yellow-rumped Munia,,Estrildidae,Lonchura flaviprymna,Yellow-rumped Mannikin,,Estrildidae,
,Lonchura castaneothorax,Chestnut-breasted Munia,,Estrildidae,Lonchura castaneothorax,Chestnut-breasted Mannikin,,Estrildidae,
,Lonchura stygia,Black Munia,,Estrildidae,Lonchura stygia,Black Mannikin,,Estrildidae,
,Lonchura teerinki,Black-breasted Munia,,Estrildidae,Lonchura teerinki,Black-breasted Mannikin,,Estrildidae,
,Lonchura montana,Snow Mountain Munia,,Estrildidae,Lonchura montana,Snow Mountain Mannikin,,Estrildidae,
,Lonchura monticola,Alpine Munia,,Estrildidae,Lonchura monticola,Alpine Mannikin,,Estrildidae,
,Lonchura melaena,Bismarck Munia,,Estrildidae,Lonchura melaena,Buff-bellied Mannikin,,Estrildidae,
,Heteromunia pectoralis,Pictorella Munia,,Estrildidae,Heteromunia pectoralis,Pictorella Mannikin,,Estrildidae,
,Padda oryzivora,Java Sparrow,,Estrildidae,Lonchura oryzivora,Java Sparrow,,Estrildidae,
,Padda fuscata,Timor Sparrow,,Estrildidae,Lonchura fuscata,Timor Sparrow,,Estrildidae,
,Amadina fasciata,Cut-throat,,Estrildidae,Amadina fasciata,Cut-throat Finch,,Estrildidae,
,Vidua larvaticola,Baka Indigobird,,Viduidae,Vidua larvaticola,Barka Indigobird,,Viduidae,
,Vidua funerea,Variable Indigobird,,Viduidae,Vidua funerea,Dusky Indigobird,,Viduidae,
,Vidua codringtoni,Twinspot Indigobird,,Viduidae,Vidua codringtoni,Green Indigobird,,Viduidae,
,Vidua purpurascens,Dusky Indigobird,,Viduidae,Vidua purpurascens,Purple Indigobird,,Viduidae,
,Vidua wilsoni,Pale-winged Indigobird,,Viduidae,Vidua wilsoni,Wilson's Indigobird,,Viduidae,
,Vidua regia,Queen Whydah,,Viduidae,Vidua regia,Shaft-tailed Whydah,,Viduidae,
,,,,,Vidua orientalis,Sahel Paradise-whydah,,Viduidae,
,Vidua interjecta,Long-tailed Paradise-whydah,,Viduidae,Vidua interjecta,Exclamatory Paradise-whydah,,Viduidae,
,,,,,Vidua paradisaea,Long-tailed Paradise-whydah,,Viduidae,
,Vidua paradisaea,Eastern Paradise-whydah,,Viduidae,,,,,
,Fringilla coelebs,Eurasian Chaffinch,,Fringillidae,Fringilla coelebs,Common Chaffinch,,Fringillidae,
,Fringilla teydea,Blue Chaffinch,,Fringillidae,,,,,
,,,,,Fringilla teydea,Tenerife Blue Chaffinch,,Fringillidae,
,,,,,Fringilla polatzeki,Gran Canaria Blue Chaffinch,,Fringillidae,
,Serinus pusillus,Fire-fronted Serin,,Fringillidae,Serinus pusillus,Red-fronted Serin,,Fringillidae,
,Carduelis citrinella,Alpine Citril Finch,,Fringillidae,Carduelis citrinella,Citril Finch,,Fringillidae,
,Carduelis corsicana,Mediterranean Citril Finch,,Fringillidae,Carduelis corsicana,Corsican Finch,,Fringillidae,
,Serinus thibetanus,Tibetan Serin,,Fringillidae,Spinus thibetanus,Tibetan Siskin,,Fringillidae,
,Serinus frontalis,Yellow-browed Citril,,Fringillidae,Crithagra frontalis,Yellow-browed Citril,,Fringillidae,
,Serinus citrinelloides,Abyssinian Citril,,Fringillidae,Crithagra citrinelloides,Abyssinian Citril,,Fringillidae,
,Serinus hypostictus,Grey-faced Citril,,Fringillidae,Crithagra hyposticta,East African Citril,,Fringillidae,
,Serinus capistratus,Black-faced Canary,,Fringillidae,Crithagra capistrata,Black-faced Canary,,Fringillidae,
,Serinus koliensis,Papyrus Canary,,Fringillidae,Crithagra koliensis,Papyrus Canary,,Fringillidae,
,Serinus scotops,Forest Canary,,Fringillidae,Crithagra scotops,Forest Canary,,Fringillidae,
,Serinus leucopygius,White-rumped Seedeater,,Fringillidae,Crithagra leucopygia,White-rumped Seedeater,,Fringillidae,
,Serinus rothschildi,Olive-rumped Serin,,Fringillidae,Crithagra rothschildi,Arabian Serin,,Fringillidae,
,Serinus xanthopygius,Yellow-rumped Seedeater,,Fringillidae,Crithagra xanthopygia,Yellow-rumped Seedeater,,Fringillidae,
,Serinus flavigula,Yellow-throated Seedeater,,Fringillidae,Crithagra flavigula,Yellow-throated Seedeater,,Fringillidae,
,Serinus xantholaemus,Salvadori's Serin,,Fringillidae,Crithagra xantholaema,Salvadori's Seedeater,,Fringillidae,
,,,,,Crithagra reichenowi,Reichenow's Seedeater,,Fringillidae,
,Serinus atrogularis,Black-throated Seedeater,,Fringillidae,,,,,
,,,,,Crithagra atrogularis,Black-throated Canary,,Fringillidae,
,Serinus citrinipectus,Lemon-breasted Seedeater,,Fringillidae,Crithagra citrinipectus,Lemon-breasted Canary,,Fringillidae,
,Serinus mozambicus,Yellow-fronted Canary,,Fringillidae,Crithagra mozambica,Yellow-fronted Canary,,Fringillidae,
,Serinus donaldsoni,Ethiopian Grosbeak-canary,,Fringillidae,Crithagra donaldsoni,Northern Grosbeak-canary,,Fringillidae,
,Serinus buchanani,Kenya Grosbeak-canary,,Fringillidae,Crithagra buchanani,Southern Grosbeak-canary,,Fringillidae,
,Serinus dorsostriatus,White-bellied Canary,,Fringillidae,Crithagra dorsostriata,White-bellied Canary,,Fringillidae,
,Serinus flaviventris,Yellow Canary,,Fringillidae,Crithagra flaviventris,Yellow Canary,,Fringillidae,
,Serinus sulphuratus,Brimstone Canary,,Fringillidae,Crithagra sulphurata,Brimstone Canary,,Fringillidae,
,Serinus albogularis,White-throated Canary,,Fringillidae,Crithagra albogularis,White-throated Canary,,Fringillidae,
,,,,,Crithagra canicapilla,West African Seedeater,,Fringillidae,
,Serinus reichardi,Reichard's Seedeater,,Fringillidae,,,,,
,,,,,Crithagra reichardi,Reichard's Seedeater,,Fringillidae,
,,,,,Crithagra striatipectus,Stripe-breasted Seedeater,,Fringillidae,
,Serinus gularis,Streaky-headed Seedeater,,Fringillidae,,,,,
,,,,,Crithagra gularis,Streaky-headed Seedeater,,Fringillidae,
,Serinus mennelli,Black-eared Seedeater,,Fringillidae,Crithagra mennelli,Black-eared Seedeater,,Fringillidae,
,Serinus tristriatus,Brown-rumped Seedeater,,Fringillidae,Crithagra tristriata,Brown-rumped Seedeater,,Fringillidae,
,Serinus menachensis,Yemen Serin,,Fringillidae,Crithagra menachensis,Yemen Serin,,Fringillidae,
,Serinus ankoberensis,Ankober Serin,,Fringillidae,Crithagra ankoberensis,Ankober Serin,,Fringillidae,
,,,,,Crithagra striolata,Streaky Seedeater,,Fringillidae,
,Serinus striolatus,Streaky Seedeater,,Fringillidae,,,,,
,Serinus whytii,Yellow-browed Seedeater,,Fringillidae,,,,,
,Serinus burtoni,Thick-billed Seedeater,,Fringillidae,Crithagra burtoni,Thick-billed Seedeater,,Fringillidae,
,Serinus rufobrunneus,Principe Seedeater,,Fringillidae,Crithagra rufobrunnea,Principe Seedeater,,Fringillidae,
,Serinus melanochrous,Kipengere Seedeater,,Fringillidae,Crithagra melanochroa,Kipengere Seedeater,,Fringillidae,
,Serinus leucopterus,Protea Canary,,Fringillidae,Crithagra leucoptera,Protea Canary,,Fringillidae,
,Serinus totta,Cape Siskin,,Fringillidae,Crithagra totta,Cape Siskin,,Fringillidae,
,Serinus symonsi,Drakensberg Siskin,,Fringillidae,Crithagra symonsi,Drakensberg Siskin,,Fringillidae,
,Serinus estherae,Mountain Serin,,Fringillidae,,,,,
,,,,,Chrysocorythus estherae,Mountain Serin,,Fringillidae,
,,,,,Chrysocorythus mindanensis,Mindanao Serin,,Fringillidae,
,Neospiza concolor,Sao Tome Grosbeak,,Fringillidae,Crithagra concolor,Sao Tome Grosbeak,,Fringillidae,
,Carduelis chloris,European Greenfinch,,Fringillidae,Chloris chloris,European Greenfinch,,Fringillidae,
,Carduelis sinica,Grey-capped Greenfinch,,Fringillidae,Chloris sinica,Oriental Greenfinch,,Fringillidae,
,Carduelis spinoides,Yellow-breasted Greenfinch,,Fringillidae,Chloris spinoides,Yellow-breasted Greenfinch,,Fringillidae,
,Carduelis monguilloti,Vietnam Greenfinch,,Fringillidae,Chloris monguilloti,Vietnamese Greenfinch,,Fringillidae,
,Carduelis ambigua,Black-headed Greenfinch,,Fringillidae,Chloris ambigua,Black-headed Greenfinch,,Fringillidae,
,Carduelis spinus,Eurasian Siskin,,Fringillidae,Spinus spinus,Eurasian Siskin,,Fringillidae,
,Carduelis pinus,Pine Siskin,,Fringillidae,Spinus pinus,Pine Siskin,,Fringillidae,
,Carduelis atriceps,Black-capped Siskin,,Fringillidae,Spinus atriceps,Black-capped Siskin,,Fringillidae,
,Carduelis spinescens,Andean Siskin,,Fringillidae,Spinus spinescens,Andean Siskin,,Fringillidae,
,Carduelis yarrellii,Yellow-faced Siskin,,Fringillidae,Spinus yarrellii,Yellow-faced Siskin,,Fringillidae,
,Carduelis cucullata,Red Siskin,,Fringillidae,Spinus cucullatus,Red Siskin,,Fringillidae,
,Carduelis crassirostris,Thick-billed Siskin,,Fringillidae,Spinus crassirostris,Thick-billed Siskin,,Fringillidae,
,Carduelis magellanica,Hooded Siskin,,Fringillidae,Spinus magellanicus,Hooded Siskin,,Fringillidae,
,Carduelis siemiradzkii,Saffron Siskin,,Fringillidae,Spinus siemiradzkii,Saffron Siskin,,Fringillidae,
,Carduelis olivacea,Olivaceous Siskin,,Fringillidae,Spinus olivaceus,Olivaceous Siskin,,Fringillidae,
,Carduelis notata,Black-headed Siskin,,Fringillidae,Spinus notatus,Black-headed Siskin,,Fringillidae,
,Carduelis barbata,Black-chinned Siskin,,Fringillidae,Spinus barbatus,Black-chinned Siskin,,Fringillidae,
,Carduelis xanthogastra,Yellow-bellied Siskin,,Fringillidae,Spinus xanthogastrus,Yellow-bellied Siskin,,Fringillidae,
,Carduelis atrata,Black Siskin,,Fringillidae,Spinus atratus,Black Siskin,,Fringillidae,
,Carduelis uropygialis,Yellow-rumped Siskin,,Fringillidae,Spinus uropygialis,Yellow-rumped Siskin,,Fringillidae,
,Carduelis tristis,American Goldfinch,,Fringillidae,Spinus tristis,American Goldfinch,,Fringillidae,
,Carduelis psaltria,Lesser Goldfinch,,Fringillidae,Spinus psaltria,Lesser Goldfinch,,Fringillidae,
,Carduelis lawrencei,Lawrence's Goldfinch,,Fringillidae,Spinus lawrencei,Lawrence's Goldfinch,,Fringillidae,
,Carduelis dominicensis,Antillean Siskin,,Fringillidae,Spinus dominicensis,Antillean Siskin,,Fringillidae,
,Carduelis carduelis,European Goldfinch,,Fringillidae,,,,,
,,,,,Carduelis carduelis,European Goldfinch,,Fringillidae,
,,,,,Carduelis caniceps,Eastern Goldfinch,,Fringillidae,
,Carduelis hornemanni,Hoary Redpoll,,Fringillidae,,,,,
,,,,,Acanthis flammea,Redpoll,,Fringillidae,
,Carduelis flammea,Common Redpoll,,Fringillidae,,,,,
,Carduelis flavirostris,Twite,,Fringillidae,Linaria flavirostris,Twite,,Fringillidae,
,Carduelis cannabina,Eurasian Linnet,,Fringillidae,Linaria cannabina,Common Linnet,,Fringillidae,
,Carduelis yemenensis,Yemen Linnet,,Fringillidae,Linaria yemenensis,Yemen Linnet,,Fringillidae,
,Carduelis johannis,Warsangli Linnet,,Fringillidae,Linaria johannis,Warsangli Linnet,,Fringillidae,
,Leucosticte brandti,Black-headed Mountain-finch,,Fringillidae,Leucosticte brandti,Brandt's Mountain-finch,,Fringillidae,
,Leucosticte sillemi,Sillem's Mountain-finch,,Fringillidae,Carpodacus sillemi,Sillem's Rosefinch,,Fringillidae,
,Leucosticte tephrocotis,Gray-crowned Rosy-finch,,Fringillidae,Leucosticte tephrocotis,Grey-crowned Rosy-Finch,,Fringillidae,
,Rhodopechys sanguineus,Crimson-winged Finch,,Fringillidae,,,,,
,,,,,Rhodopechys sanguineus,Eurasian Crimson-winged Finch,,Fringillidae,
,,,,,Rhodopechys alienus,African Crimson-winged Finch,,Fringillidae,
,Eremopsaltria mongolicus,Mongolian Finch,,Fringillidae,Bucanetes mongolicus,Mongolian Finch,,Fringillidae,
,Rhodopechys obsoletus,Desert Finch,,Fringillidae,Rhodospiza obsoleta,Desert Finch,,Fringillidae,
,Uragus sibiricus,Long-tailed Rosefinch,,Fringillidae,Carpodacus sibiricus,Long-tailed Rosefinch,,Fringillidae,
,Carpodacus rubescens,Crimson Rosefinch,,Fringillidae,Agraphospiza rubescens,Blanford's Rosefinch,,Fringillidae,
,Carpodacus nipalensis,Dark-breasted Rosefinch,,Fringillidae,Procarduelis nipalensis,Dark-breasted Rosefinch,,Fringillidae,
,Carpodacus purpureus,Purple Finch,,Fringillidae,Haemorhous purpureus,Purple Finch,,Fringillidae,
,Carpodacus cassinii,Cassin's Finch,,Fringillidae,Haemorhous cassinii,Cassin's Finch,,Fringillidae,
,Carpodacus mexicanus,House Finch,,Fringillidae,Haemorhous mexicanus,House Finch,,Fringillidae,
,Carpodacus pulcherrimus,Beautiful Rosefinch,,Fringillidae,,,,,
,,,,,Carpodacus pulcherrimus,Beautiful Rosefinch,,Fringillidae,
,,,,,Carpodacus waltoni,Pink-rumped Rosefinch,,Fringillidae,
,Carpodacus eos,Pink-rumped Rosefinch,,Fringillidae,,,,,
,Carpodacus vinaceus,Vinaceous Rosefinch,,Fringillidae,,,,,
,,,,,Carpodacus vinaceus,Vinaceous Rosefinch,,Fringillidae,
,,,,,Carpodacus formosanus,Taiwan Rosefinch,,Fringillidae,
,Carpodacus synoicus,Pale Rosefinch,,Fringillidae,,,,,
,,,,,Carpodacus synoicus,Sinai Rosefinch,,Fringillidae,
,,,,,Carpodacus stoliczkae,Pale Rosefinch,,Fringillidae,
,Carpodacus rodopeplus,Spot-winged Rosefinch,,Fringillidae,,,,,
,,,,,Carpodacus rodopeplus,Spot-winged Rosefinch,,Fringillidae,
,,,,,Carpodacus verreauxii,Sharpe's Rosefinch,,Fringillidae,
,Carpodacus thura,White-browed Rosefinch,,Fringillidae,,,,,
,,,,,Carpodacus thura,Himalayan White-browed Rosefinch,,Fringillidae,
,,,,,Carpodacus dubius,Chinese White-browed Rosefinch,,Fringillidae,
,Chaunoproctus ferreorostris,Bonin Grosbeak,,Fringillidae,Carpodacus ferreorostris,Bonin Grosbeak,,Fringillidae,
,Pinicola subhimachala,Crimson-browed Finch,,Fringillidae,Carpodacus subhimachalus,Crimson-browed Finch,,Fringillidae,
,Haematospiza sipahi,Scarlet Finch,,Fringillidae,Carpodacus sipahi,Scarlet Finch,,Fringillidae,
,Loxia leucoptera,White-winged Crossbill,,Fringillidae,Loxia leucoptera,Two-barred Crossbill,,Fringillidae,
,Pyrrhula nipalensis,Brown Bullfinch,,Fringillidae,,,,,
,,,,,Pyrrhula nipalensis,Brown Bullfinch,,Fringillidae,
,,,,,Pyrrhula waterstradti,Malay Bullfinch,,Fringillidae,
,Eophona migratoria,Yellow-billed Grosbeak,,Fringillidae,Eophona migratoria,Chinese Grosbeak,,Fringillidae,
,Coccothraustes vespertinus,Evening Grosbeak,,Fringillidae,Hesperiphona vespertina,Evening Grosbeak,,Fringillidae,
,Coccothraustes abeillei,Hooded Grosbeak,,Fringillidae,Hesperiphona abeillei,Hooded Grosbeak,,Fringillidae,
,Hemignathus kauaiensis,Kauai Amakihi,,Fringillidae,Chlorodrepanis stejnegeri,Kauai Amakihi,,Fringillidae,
,Hemignathus virens,Common Amakihi,,Fringillidae,Chlorodrepanis virens,Hawaii Amakihi,,Fringillidae,
,Hemignathus flavus,Oahu Amakihi,,Fringillidae,Chlorodrepanis flava,Oahu Amakihi,,Fringillidae,
,Hemignathus parvus,Anianiau,,Fringillidae,Magumma parva,Anianiau,,Fringillidae,
,Hemignathus sagittirostris,Greater Amakihi,,Fringillidae,Viridonia sagittirostris,Greater Amakihi,,Fringillidae,
,Hemignathus obscurus,Lesser Akialoa,,Fringillidae,Akialoa obscura,Hawaii Akialoa,,Fringillidae,
,Hemignathus ellisianus,Greater Akialoa,,Fringillidae,,,,,
,,,,,Akialoa ellisiana,Oahu Akialoa,,Fringillidae,
,,,,,Akialoa lanaiensis,Lanai Akialoa,,Fringillidae,
,,,,,Akialoa stejnegeri,Kauai Akialoa,,Fringillidae,
,Hemignathus lucidus,Nukupuu,,Fringillidae,,,,,
,,,,,Hemignathus lucidus,Oahu Nukupuu,,Fringillidae,
,,,,,Hemignathus affinis,Maui Nukupuu,,Fringillidae,
,,,,,Hemignathus hanapepe,Kauai Nukupuu,,Fringillidae,
,Hemignathus munroi,Akiapolaau,,Fringillidae,Hemignathus wilsoni,Akiapolaau,,Fringillidae,
,Oreomystis mana,Hawaii Creeper,,Fringillidae,Manucerthia mana,Hawaii Creeper,,Fringillidae,
,Loxops coccineus,Akepa,,Fringillidae,,,,,
,,,,,Loxops coccineus,Hawaii Akepa,,Fringillidae,
,,,,,Loxops wolstenholmei,Oahu Akepa,,Fringillidae,
,,,,,Loxops ochraceus,Maui Akepa,,Fringillidae,
,Vestiaria coccinea,Iiwi,,Fringillidae,Drepanis coccinea,Iiwi,,Fringillidae,
,Himatione sanguinea,Apapane,,Fringillidae,,,,,
,,,,,Himatione sanguinea,Apapane,,Fringillidae,
,,,,,Himatione fraithii,Laysan Honeycreeper,,Fringillidae,
,Urocynchramus pylzowi,Pink-tailed Bunting,,Urocynchramidae,Urocynchramus pylzowi,Przevalski's Rosefinch,,Urocynchramidae,
,Melophus lathami,Crested Bunting,,Emberizidae,Emberiza lathami,Crested Bunting,,Emberizidae,
,Latoucheornis siemsseni,Slaty Bunting,,Emberizidae,Emberiza siemsseni,Slaty Bunting,,Emberizidae,
,Emberiza jankowskii,Rufous-backed Bunting,,Emberizidae,Emberiza jankowskii,Jankowski's Bunting,,Emberizidae,
,Emberiza stewarti,Chestnut-breasted Bunting,,Emberizidae,Emberiza stewarti,White-capped Bunting,,Emberizidae,
,Emberiza striolata,House Bunting,,Emberizidae,,,,,
,,,,,Emberiza striolata,Striolated Bunting,,Emberizidae,
,,,,,Emberiza sahari,House Bunting,,Emberizidae,
