Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
Zonotrichia leucophrys,White-crowned Sparrow,,Emberizidae,Zonotrichia leucophrys,White-crowned Sparrow,,Passerellidae,
Zonotrichia albicollis,White-throated Sparrow,,Emberizidae,Zonotrichia albicollis,White-throated Sparrow,,Passerellidae,
Zonotrichia atricapilla,Golden-crowned Sparrow,,Emberizidae,Zonotrichia atricapilla,Golden-crowned Sparrow,,Passerellidae,
Junco vulcani,Volcano Junco,,Emberizidae,Junco vulcani,Volcano Junco,,Passerellidae,
Junco hyemalis,Dark-eyed Junco,,Emberizidae,Junco hyemalis,Dark-eyed Junco,,Passerellidae,
Junco insularis,Guadalupe Junco,,Emberizidae,Junco insularis,Guadalupe Junco,,Passerellidae,
Junco phaeonotus,Yellow-eyed Junco,,Emberizidae,,,,,
,,,,Junco phaeonotus,Yellow-eyed Junco,,Passerellidae,
,,,,Junco bairdi,Baird's Junco,,Passerellidae,
Passerculus sandwichensis,Savannah Sparrow,,Emberizidae,,,,,
,,,,Passerculus sandwichensis,Savannah Sparrow,,Passerellidae,
,,,,Passerculus sanctorum,San Benito Sparrow,,Passerellidae,
,,,,Passerculus guttatus,Belding's Sparrow,,Passerellidae,
,,,,Passerculus rostratus,Large-billed Sparrow,,Passerellidae,
Ammodramus maritimus,Seaside Sparrow,,Emberizidae,Ammospiza maritima,Seaside Sparrow,,Passerellidae,
Ammodramus caudacutus,Saltmarsh Sparrow,,Emberizidae,Ammospiza caudacuta,Saltmarsh Sparrow,,Passerellidae,
Ammodramus nelsoni,Nelson's Sparrow,,Emberizidae,Ammospiza nelsoni,Nelson's Sparrow,,Passerellidae,
Ammodramus leconteii,Le Conte's Sparrow,,Emberizidae,Ammospiza leconteii,Le Conte's Sparrow,,Passerellidae,
Ammodramus henslowii,Henslow's Sparrow,,Emberizidae,Passerculus henslowii,Henslow's Sparrow,,Passerellidae,
Ammodramus bairdii,Baird's Sparrow,,Emberizidae,Passerculus bairdii,Baird's Sparrow,,Passerellidae,
Ammodramus savannarum,Grasshopper Sparrow,,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,,Passerellidae,
Ammodramus humeralis,Grassland Sparrow,,Emberizidae,Ammodramus humeralis,Grassland Sparrow,,Passerellidae,
Ammodramus aurifrons,Yellow-browed Sparrow,,Emberizidae,Ammodramus aurifrons,Yellow-browed Sparrow,,Passerellidae,
Xenospiza baileyi,Sierra Madre Sparrow,,Emberizidae,Xenospiza baileyi,Sierra Madre Sparrow,,Passerellidae,
Spizella arborea,American Tree Sparrow,,Emberizidae,Passerella arborea,American Tree Sparrow,,Passerellidae,
Spizella passerina,Chipping Sparrow,,Emberizidae,Spizella passerina,Chipping Sparrow,,Passerellidae,
Spizella pallida,Clay-colored Sparrow,,Emberizidae,Spizella pallida,Clay-colored Sparrow,,Passerellidae,
Spizella breweri,Brewer's Sparrow,,Emberizidae,Spizella breweri,Brewer's Sparrow,,Passerellidae,
Spizella pusilla,Field Sparrow,,Emberizidae,Spizella pusilla,Field Sparrow,,Passerellidae,
Spizella wortheni,Worthen's Sparrow,,Emberizidae,Spizella wortheni,Worthen's Sparrow,,Passerellidae,
Spizella atrogularis,Black-chinned Sparrow,,Emberizidae,Spizella atrogularis,Black-chinned Sparrow,,Passerellidae,
Pooecetes gramineus,Vesper Sparrow,,Emberizidae,Pooecetes gramineus,Vesper Sparrow,,Passerellidae,
Chondestes grammacus,Lark Sparrow,,Emberizidae,Chondestes grammacus,Lark Sparrow,,Passerellidae,
Amphispiza bilineata,Black-throated Sparrow,,Emberizidae,Amphispiza bilineata,Black-throated Sparrow,,Passerellidae,
Amphispiza belli,Sage Sparrow,,Emberizidae,,,,,
,,,,Artemisiospiza belli,Bell's Sparrow,,Passerellidae,
,,,,Artemisiospiza nevadensis,Sagebrush Sparrow,,Passerellidae,
Aimophila quinquestriata,Five-striped Sparrow,,Emberizidae,Amphispiza quinquestriata,Five-striped Sparrow,,Passerellidae,
Aimophila mystacalis,Bridled Sparrow,,Emberizidae,Peucaea mystacalis,Bridled Sparrow,,Passerellidae,
Aimophila humeralis,Black-chested Sparrow,,Emberizidae,Peucaea humeralis,Black-chested Sparrow,,Passerellidae,
Aimophila ruficauda,Stripe-headed Sparrow,,Emberizidae,Peucaea ruficauda,Stripe-headed Sparrow,,Passerellidae,
Aimophila sumichrasti,Cinnamon-tailed Sparrow,,Emberizidae,Peucaea sumichrasti,Cinnamon-tailed Sparrow,,Passerellidae,
Aimophila strigiceps,Stripe-capped Sparrow,,Emberizidae,Rhynchospiza strigiceps,Stripe-capped Sparrow,,Passerellidae,
Aimophila stolzmanni,Tumbes Sparrow,,Emberizidae,Rhynchospiza stolzmanni,Tumbes Sparrow,,Passerellidae,
Aimophila aestivalis,Bachman's Sparrow,,Emberizidae,Peucaea aestivalis,Bachman's Sparrow,,Passerellidae,
Aimophila botterii,Botteri's Sparrow,,Emberizidae,Peucaea botterii,Botteri's Sparrow,,Passerellidae,
Aimophila cassinii,Cassin's Sparrow,,Emberizidae,Peucaea cassinii,Cassin's Sparrow,,Passerellidae,
Aimophila carpalis,Rufous-winged Sparrow,,Emberizidae,Peucaea carpalis,Rufous-winged Sparrow,,Passerellidae,
Aimophila ruficeps,Rufous-crowned Sparrow,,Emberizidae,Aimophila ruficeps,Rufous-crowned Sparrow,,Passerellidae,
Aimophila notosticta,Oaxaca Sparrow,,Emberizidae,Aimophila notosticta,Oaxaca Sparrow,,Passerellidae,
Aimophila rufescens,Rusty Sparrow,,Emberizidae,Aimophila rufescens,Rusty Sparrow,,Passerellidae,
Torreornis inexpectata,Zapata Sparrow,,Emberizidae,Torreornis inexpectata,Zapata Sparrow,,Passerellidae,
Oriturus superciliosus,Striped Sparrow,,Emberizidae,Oriturus superciliosus,Striped Sparrow,,Passerellidae,
Pipilo chlorurus,Green-tailed Towhee,,Emberizidae,Pipilo chlorurus,Green-tailed Towhee,,Passerellidae,
Pipilo ocai,Collared Towhee,,Emberizidae,Pipilo ocai,Collared Towhee,,Passerellidae,
Pipilo erythrophthalmus,Eastern Towhee,,Emberizidae,Pipilo erythrophthalmus,Eastern Towhee,,Passerellidae,
Pipilo maculatus,Spotted Towhee,,Emberizidae,,,,,
,,,,Pipilo maculatus,Spotted Towhee,,Passerellidae,
,,,,Pipilo socorroensis,Socorro Towhee,,Passerellidae,
,,,,Pipilo naufragus,Bermuda Towhee,,Passerellidae,
Pipilo crissalis,California Towhee,,Emberizidae,Melozone crissalis,California Towhee,,Passerellidae,
Pipilo fuscus,Canyon Towhee,,Emberizidae,Melozone fusca,Canyon Towhee,,Passerellidae,
Pipilo aberti,Abert's Towhee,,Emberizidae,Melozone aberti,Abert's Towhee,,Passerellidae,
Pipilo albicollis,White-throated Towhee,,Emberizidae,Melozone albicollis,White-throated Towhee,,Passerellidae,
Melozone kieneri,Rusty-crowned Ground Sparrow,,Emberizidae,Melozone kieneri,Rusty-crowned Ground-sparrow,,Passerellidae,
Melozone biarcuata,Prevost's Ground Sparrow,,Emberizidae,Melozone biarcuata,Prevost's Ground-sparrow,,Passerellidae,
Melozone cabanisi,Cabanis's Ground Sparrow,,Emberizidae,Melozone cabanisi,Costa Rican Ground-sparrow,,Passerellidae,
Melozone leucotis,White-eared Ground Sparrow,,Emberizidae,,,,,
,,,,Melozone leucotis,White-eared Ground-sparrow,,Passerellidae,
,,,,Melozone occipitalis,Grey-crowned Ground-sparrow,,Passerellidae,
Arremon aurantiirostris,Orange-billed Sparrow,,Emberizidae,Arremon aurantiirostris,Orange-billed Sparrow,,Passerellidae,
Arremon schlegeli,Golden-winged Sparrow,,Emberizidae,Arremon schlegeli,Golden-winged Sparrow,,Passerellidae,
Arremon taciturnus,Pectoral Sparrow,,Emberizidae,,,,,
,,,,Arremon taciturnus,Pectoral Sparrow,,Passerellidae,
,,,,Arremon axillaris,Yellow-mandibled Sparrow,,Passerellidae,
Arremon semitorquatus,Half-collared Sparrow,,Emberizidae,Arremon semitorquatus,Half-collared Sparrow,,Passerellidae,
Arremon franciscanus,Sao Francisco Sparrow,,Emberizidae,Arremon franciscanus,Sao Francisco Sparrow,,Passerellidae,
Arremon abeillei,Black-capped Sparrow,,Emberizidae,,,,,
,,,,Arremon abeillei,Black-capped Sparrow,,Passerellidae,
,,,,Arremon nigriceps,Maranon Sparrow,,Passerellidae,
Arremon flavirostris,Saffron-billed Sparrow,,Emberizidae,,,,,
,,,,Arremon flavirostris,Saffron-billed Sparrow,,Passerellidae,
,,,,Arremon dorbignii,Stripe-crowned Sparrow,,Passerellidae,
Arremonops rufivirgatus,Olive Sparrow,,Emberizidae,Arremonops rufivirgatus,Olive Sparrow,,Passerellidae,
Arremonops tocuyensis,Tocuyo Sparrow,,Emberizidae,Arremonops tocuyensis,Tocuyo Sparrow,,Passerellidae,
Arremonops chloronotus,Green-backed Sparrow,,Emberizidae,Arremonops chloronotus,Green-backed Sparrow,,Passerellidae,
Arremonops conirostris,Black-striped Sparrow,,Emberizidae,Arremonops conirostris,Black-striped Sparrow,,Passerellidae,
Atlapetes albinucha,White-naped Brush Finch,,Emberizidae,Atlapetes albinucha,White-naped Brush-finch,,Passerellidae,
Atlapetes pallidinucha,Pale-naped Brush Finch,,Emberizidae,Atlapetes pallidinucha,Pale-naped Brush-finch,,Passerellidae,
Atlapetes rufinucha,Bolivian Brush Finch,,Emberizidae,Atlapetes rufinucha,Bolivian Brush-finch,,Passerellidae,
Atlapetes latinuchus,Rufous-naped Brush Finch,,Emberizidae,,,,,
,,,,Atlapetes latinuchus,Yellow-breasted Brush-finch,,Passerellidae,
,,,,Atlapetes nigrifrons,Black-fronted Brush-finch,,Passerellidae,
Atlapetes leucopis,White-rimmed Brush Finch,,Emberizidae,Atlapetes leucopis,White-rimmed Brush-finch,,Passerellidae,
Atlapetes pileatus,Rufous-capped Brush Finch,,Emberizidae,Atlapetes pileatus,Rufous-capped Brush-finch,,Passerellidae,
Atlapetes melanocephalus,Santa Marta Brush Finch,,Emberizidae,Atlapetes melanocephalus,Santa Marta Brush-finch,,Passerellidae,
Atlapetes flaviceps,Yellow-headed Brush Finch,,Emberizidae,Atlapetes flaviceps,Yellow-headed Brush-finch,,Passerellidae,
Atlapetes fuscoolivaceus,Dusky-headed Brush Finch,,Emberizidae,Atlapetes fuscoolivaceus,Dusky-headed Brush-finch,,Passerellidae,
Atlapetes tricolor,Tricolored Brush Finch,,Emberizidae,Atlapetes tricolor,Tricolored Brush-finch,,Passerellidae,
Atlapetes crassus,Choco Brush Finch,,Emberizidae,Atlapetes crassus,Choco Brush-finch,,Passerellidae,
Atlapetes albofrenatus,Moustached Brush Finch,,Emberizidae,,,,,
,,,,Atlapetes albofrenatus,Moustached Brush-finch,,Passerellidae,
,,,,Atlapetes meridae,Merida Brush-finch,,Passerellidae,
Atlapetes blancae,Antioquia Brush Finch,,Emberizidae,Atlapetes blancae,Antioquia Brush-finch,,Passerellidae,
Atlapetes schistaceus,Slaty Brush Finch,,Emberizidae,,,,,
,,,,Atlapetes schistaceus,Slaty Brush-finch,,Passerellidae,
,,,,Atlapetes taczanowskii,Taczanowski's Brush-finch,,Passerellidae,
Atlapetes melanopsis,Black-spectacled Brush Finch,,Emberizidae,Atlapetes melanopsis,Black-spectacled Brush-finch,,Passerellidae,
Atlapetes melanolaemus,Grey-eared Brush Finch,,Emberizidae,Atlapetes melanolaemus,Black-faced Brush-finch,,Passerellidae,
Atlapetes terborghi,Vilcabamba Brush Finch,,Emberizidae,Atlapetes terborghi,Vilcabamba Brush-finch,,Passerellidae,
Atlapetes canigenis,Cuzco Brush Finch,,Emberizidae,Atlapetes canigenis,Cuzco Brush-finch,,Passerellidae,
Atlapetes seebohmi,Bay-crowned Brush Finch,,Emberizidae,Atlapetes seebohmi,Bay-crowned Brush-finch,,Passerellidae,
Atlapetes nationi,Rusty-bellied Brush Finch,,Emberizidae,Atlapetes nationi,Rusty-bellied Brush-finch,,Passerellidae,
Atlapetes leucopterus,White-winged Brush Finch,,Emberizidae,,,,,
,,,,Atlapetes leucopterus,White-winged Brush-finch,,Passerellidae,
,,,,Atlapetes paynteri,Cream-crowned Brush-finch,,Passerellidae,
Atlapetes albiceps,White-headed Brush Finch,,Emberizidae,Atlapetes albiceps,White-headed Brush-finch,,Passerellidae,
Atlapetes pallidiceps,Pale-headed Brush Finch,,Emberizidae,Atlapetes pallidiceps,Pale-headed Brush-finch,,Passerellidae,
Atlapetes rufigenis,Rufous-eared Brush Finch,,Emberizidae,Atlapetes rufigenis,Rufous-eared Brush-finch,,Passerellidae,
Atlapetes forbesi,Apurimac Brush Finch,,Emberizidae,Atlapetes forbesi,Apurimac Brush-finch,,Passerellidae,
Atlapetes semirufus,Ochre-breasted Brush Finch,,Emberizidae,Atlapetes semirufus,Ochre-breasted Brush-finch,,Passerellidae,
Atlapetes personatus,Tepui Brush Finch,,Emberizidae,Atlapetes personatus,Tepui Brush-finch,,Passerellidae,
Atlapetes fulviceps,Fulvous-headed Brush Finch,,Emberizidae,Atlapetes fulviceps,Fulvous-headed Brush-finch,,Passerellidae,
Atlapetes citrinellus,Yellow-striped Brush Finch,,Emberizidae,Atlapetes citrinellus,Yellow-striped Brush-finch,,Passerellidae,
Arremon brunneinucha,Chestnut-capped Brush Finch,,Emberizidae,Arremon brunneinucha,Chestnut-capped Brush-finch,,Passerellidae,
Arremon virenticeps,Green-striped Brush Finch,,Emberizidae,Arremon virenticeps,Green-striped Brush-finch,,Passerellidae,
Arremon atricapillus,Black-headed Brush Finch,,Emberizidae,,,,,
,,,,Arremon atricapillus,Black-headed Brush-finch,,Passerellidae,
,,,,Arremon costaricensis,Costa Rican Brush-finch,,Passerellidae,
Arremon torquatus,Stripe-headed Brush Finch,,Emberizidae,,,,,
,,,,Arremon torquatus,White-browed Brush-finch,,Passerellidae,
,,,,Arremon phygas,Paria Brush-finch,,Passerellidae,
,,,,Arremon phaeopleurus,Caracas Brush-finch,,Passerellidae,
,,,,Arremon assimilis,Grey-browed Brush-finch,,Passerellidae,
,,,,Arremon basilicus,Sierra Nevada Brush-finch,,Passerellidae,
,,,,Arremon perijanus,Perija Brush-finch,,Passerellidae,
Pezopetes capitalis,Large-footed Finch,,Emberizidae,Pezopetes capitalis,Large-footed Finch,,Passerellidae,
Pselliophorus tibialis,Yellow-thighed Finch,,Emberizidae,Pselliophorus tibialis,Yellow-thighed Finch,,Passerellidae,
Pselliophorus luteoviridis,Yellow-green Finch,,Emberizidae,Pselliophorus luteoviridis,Yellow-green Finch,,Passerellidae,
Arremon crassirostris,Sooty-faced Finch,,Emberizidae,Arremon crassirostris,Sooty-faced Finch,,Passerellidae,
Arremon castaneiceps,Olive Finch,,Emberizidae,Arremon castaneiceps,Olive Finch,,Passerellidae,
Gubernatrix cristata,Yellow Cardinal,,Emberizidae,Gubernatrix cristata,Yellow Cardinal,,Thraupidae,
Paroaria coronata,Red-crested Cardinal,,Emberizidae,Paroaria coronata,Red-crested Cardinal,,Thraupidae,
Paroaria dominicana,Red-cowled Cardinal,,Emberizidae,Paroaria dominicana,Red-cowled Cardinal,,Thraupidae,
Paroaria gularis,Red-capped Cardinal,,Emberizidae,,,,,
,,,,Paroaria gularis,Red-capped Cardinal,,Thraupidae,
,,,,Paroaria nigrogenis,Masked Cardinal,,Thraupidae,
Paroaria baeri,Crimson-fronted Cardinal,,Emberizidae,Paroaria baeri,Crimson-fronted Cardinal,,Thraupidae,
Paroaria capitata,Yellow-billed Cardinal,,Emberizidae,Paroaria capitata,Yellow-billed Cardinal,,Thraupidae,
Oreothlypis peregrina,Tennessee Warbler,,Parulidae,Leiothlypis peregrina,Tennessee Warbler,,Parulidae,
Oreothlypis celata,Orange-crowned Warbler,,Parulidae,Leiothlypis celata,Orange-crowned Warbler,,Parulidae,
Oreothlypis ruficapilla,Nashville Warbler,,Parulidae,Leiothlypis ruficapilla,Nashville Warbler,,Parulidae,
Oreothlypis virginiae,Virginia's Warbler,,Parulidae,Leiothlypis virginiae,Virginia's Warbler,,Parulidae,
Oreothlypis crissalis,Colima Warbler,,Parulidae,Leiothlypis crissalis,Colima Warbler,,Parulidae,
Oreothlypis luciae,Lucy's Warbler,,Parulidae,Leiothlypis luciae,Lucy's Warbler,,Parulidae,
Parula americana,Northern Parula,,Parulidae,Setophaga americana,Northern Parula,,Parulidae,
Parula pitiayumi,Tropical Parula,,Parulidae,,,,,
,,,,Setophaga pitiayumi,Tropical Parula,,Parulidae,
,,,,Setophaga graysoni,Socorro Parula,,Parulidae,
,,,,Setophaga petechia,American Yellow Warbler,,Parulidae,
Dendroica petechia,Mangrove Warbler,,Parulidae,,,,,
Dendroica aestiva,American Yellow Warbler,,Parulidae,,,,,
Dendroica pensylvanica,Chestnut-sided Warbler,,Parulidae,Setophaga pensylvanica,Chestnut-sided Warbler,,Parulidae,
Dendroica magnolia,Magnolia Warbler,,Parulidae,Setophaga magnolia,Magnolia Warbler,,Parulidae,
Dendroica tigrina,Cape May Warbler,,Parulidae,Setophaga tigrina,Cape May Warbler,,Parulidae,
Dendroica caerulescens,Black-throated Blue Warbler,,Parulidae,Setophaga caerulescens,Black-throated Blue Warbler,,Parulidae,
Dendroica coronata,Myrtle Warbler,,Parulidae,Setophaga coronata,Myrtle Warbler,,Parulidae,
,,,,Setophaga auduboni,Audubon's Warbler,,Parulidae,
Dendroica auduboni,Audubon's Warbler,,Parulidae,,,,,
Dendroica nigrifrons,Black-fronted Warbler,,Parulidae,,,,,
Dendroica goldmani,Goldman's Warbler,,Parulidae,,,,,
Dendroica nigrescens,Black-throated Grey Warbler,,Parulidae,Setophaga nigrescens,Black-throated Grey Warbler,,Parulidae,
Dendroica townsendi,Townsend's Warbler,,Parulidae,Setophaga townsendi,Townsend's Warbler,,Parulidae,
Dendroica occidentalis,Hermit Warbler,,Parulidae,Setophaga occidentalis,Hermit Warbler,,Parulidae,
Dendroica virens,Black-throated Green Warbler,,Parulidae,Setophaga virens,Black-throated Green Warbler,,Parulidae,
Dendroica chrysoparia,Golden-cheeked Warbler,,Parulidae,Setophaga chrysoparia,Golden-cheeked Warbler,,Parulidae,
Dendroica fusca,Blackburnian Warbler,,Parulidae,Setophaga fusca,Blackburnian Warbler,,Parulidae,
Dendroica dominica,Yellow-throated Warbler,,Parulidae,Setophaga dominica,Yellow-throated Warbler,,Parulidae,
Dendroica flavescens,Bahama Warbler,,Parulidae,Setophaga flavescens,Bahama Warbler,,Parulidae,
Dendroica graciae,Grace's Warbler,,Parulidae,Setophaga graciae,Grace's Warbler,,Parulidae,
Dendroica adelaidae,Adelaide's Warbler,,Parulidae,Setophaga adelaidae,Adelaide's Warbler,,Parulidae,
Dendroica subita,Barbuda Warbler,,Parulidae,Setophaga subita,Barbuda Warbler,,Parulidae,
Dendroica delicata,St. Lucia Warbler,,Parulidae,Setophaga delicata,St Lucia Warbler,,Parulidae,
Dendroica pityophila,Olive-capped Warbler,,Parulidae,Setophaga pityophila,Olive-capped Warbler,,Parulidae,
Dendroica pinus,Pine Warbler,,Parulidae,Setophaga pinus,Pine Warbler,,Parulidae,
Dendroica kirtlandii,Kirtland's Warbler,,Parulidae,Setophaga kirtlandii,Kirtland's Warbler,,Parulidae,
Dendroica discolor,Prairie Warbler,,Parulidae,Setophaga discolor,Prairie Warbler,,Parulidae,
Dendroica vitellina,Vitelline Warbler,,Parulidae,Setophaga vitellina,Vitelline Warbler,,Parulidae,
Dendroica palmarum,Palm Warbler,,Parulidae,Setophaga palmarum,Palm Warbler,,Parulidae,
Dendroica castanea,Bay-breasted Warbler,,Parulidae,Setophaga castanea,Bay-breasted Warbler,,Parulidae,
Dendroica striata,Blackpoll Warbler,,Parulidae,Setophaga striata,Blackpoll Warbler,,Parulidae,
Dendroica cerulea,Cerulean Warbler,,Parulidae,Setophaga cerulea,Cerulean Warbler,,Parulidae,
Dendroica plumbea,Plumbeous Warbler,,Parulidae,Setophaga plumbea,Plumbeous Warbler,,Parulidae,
Dendroica pharetra,Arrowhead Warbler,,Parulidae,Setophaga pharetra,Arrowhead Warbler,,Parulidae,
Dendroica angelae,Elfin Woods Warbler,,Parulidae,Setophaga angelae,Elfin Woods Warbler,,Parulidae,
Oporornis formosus,Kentucky Warbler,,Parulidae,Geothlypis formosa,Kentucky Warbler,,Parulidae,
Oporornis philadelphia,Mourning Warbler,,Parulidae,Geothlypis philadelphia,Mourning Warbler,,Parulidae,
Oporornis tolmiei,MacGillivray's Warbler,,Parulidae,Geothlypis tolmiei,MacGillivray's Warbler,,Parulidae,
Geothlypis semiflava,Olive-crowned Yellowthroat,,Parulidae,,,,,
,,,,Geothlypis semiflava,Olive-crowned Yellowthroat,,Parulidae,
,,,,Geothlypis bairdi,Baird's Yellowthroat,,Parulidae,
,,,,Geothlypis aequinoctialis,Masked Yellowthroat,,Parulidae,
Geothlypis aequinoctialis,Masked Yellowthroat,,Parulidae,,,,,
Geothlypis velata,Southern Yellowthroat,,Parulidae,,,,,
Microligea palustris,Green-tailed Warbler,,Parulidae,Microligea palustris,Green-tailed Warbler,,Phaenicophilidae,
Teretistris fernandinae,Yellow-headed Warbler,,Parulidae,Teretistris fernandinae,Yellow-headed Warbler,,Teretistridae,
Teretistris fornsi,Oriente Warbler,,Parulidae,Teretistris fornsi,Oriente Warbler,,Teretistridae,
Wilsonia citrina,Hooded Warbler,,Parulidae,Setophaga citrina,Hooded Warbler,,Parulidae,
Wilsonia pusilla,Wilson's Warbler,,Parulidae,Cardellina pusilla,Wilson's Warbler,,Parulidae,
Wilsonia canadensis,Canada Warbler,,Parulidae,Cardellina canadensis,Canada Warbler,,Parulidae,
Ergaticus ruber,Red Warbler,,Parulidae,Cardellina rubra,Red Warbler,,Parulidae,
Ergaticus versicolor,Pink-headed Warbler,,Parulidae,Cardellina versicolor,Pink-headed Warbler,,Parulidae,
Myioborus ornatus,Golden-fronted Whitestart,,Parulidae,,,,,
,,,,Myioborus ornatus,Yellow-fronted Whitestart,,Parulidae,
,,,,Myioborus chrysops,Golden-fronted Whitestart,,Parulidae,
Euthlypis lachrymosa,Fan-tailed Warbler,,Parulidae,Basileuterus lachrymosus,Fan-tailed Warbler,,Parulidae,
Basileuterus fraseri,Grey-and-gold Warbler,,Parulidae,Myiothlypis fraseri,Grey-and-gold Warbler,,Parulidae,
Basileuterus bivittatus,Two-banded Warbler,,Parulidae,,,,,
,,,,Myiothlypis bivittata,Two-banded Warbler,,Parulidae,
,,,,Myiothlypis roraimae,Roraiman Warbler,,Parulidae,
Basileuterus chrysogaster,Cuzco Warbler,,Parulidae,Myiothlypis chrysogaster,Golden-bellied Warbler,,Parulidae,
Basileuterus chlorophrys,Choco Warbler,,Parulidae,Myiothlypis chlorophrys,Choco Warbler,,Parulidae,
Basileuterus signatus,Pale-legged Warbler,,Parulidae,Myiothlypis signata,Pale-legged Warbler,,Parulidae,
Basileuterus luteoviridis,Citrine Warbler,,Parulidae,,,,,
,,,,Myiothlypis luteoviridis,Northern Citrine Warbler,,Parulidae,
,,,,Myiothlypis striaticeps,Peruvian Citrine Warbler,,Parulidae,
,,,,Myiothlypis euophrys,Bolivian Citrine Warbler,,Parulidae,
Basileuterus nigrocristatus,Black-crested Warbler,,Parulidae,Myiothlypis nigrocristata,Black-crested Warbler,,Parulidae,
Basileuterus basilicus,Santa Marta Warbler,,Parulidae,Myiothlypis basilica,Santa Marta Warbler,,Parulidae,
Basileuterus cinereicollis,Grey-throated Warbler,,Parulidae,Myiothlypis cinereicollis,Grey-throated Warbler,,Parulidae,
Basileuterus conspicillatus,White-lored Warbler,,Parulidae,Myiothlypis conspicillata,White-lored Warbler,,Parulidae,
Basileuterus coronatus,Russet-crowned Warbler,,Parulidae,Myiothlypis coronata,Russet-crowned Warbler,,Parulidae,
